emotion,text,clean_text
happy,"Karna orang(presiden kita jkw)ini memang dapat amanah buat mengerjakan ini,andai nyawa dia sendiri yg dimintak oleh IBU PERTIWI agar bangsa ini maju,sejahtera dan Adil beliu pasti berikan.salam sy buat sodara yg ada dipapua [USERNAME]", orangpresiden jkwini memang amanah buat mengerjakan iniandai nyawa sendiri  dimintak ibu pertiwi bangsa majusejahtera adil beliu berikansalam  buat saudara   dipapua username
happy,"with THE Girlfriend~ Maaf bang, dipinjem dulu si eneng. I need my long overdue dose of ""lexyness"" #dinnerdate ",with the girlfriend maaf bang dipinjem dulu si eneng i need my long overdue dose of lexyness
love,"Pada saat dirimu masih seorang anak perempuan kecil. Papa biasanya mengajari putri kecilnya naik sepeda. Dan setelah papa menganggap mu bisa, papa akan melepas roda bantu sepeda mu. Kemudian mama bilang "" jangan dulu, jangan dilepas dulu roda bantunya""",saat dirimu seorang anak perempuan kecil papa biasanya mengajari putri kecilnya naik sepeda setelah papa menganggap mu papa melepas roda bantu sepeda mu kemudian mama bilang jangan dulu jangan dilepas dulu roda bantunya
happy,[USERNAME] But what makes me liking blink so much itu gara gara muka mereka beda beda dan gampang di hapal + most of them are lulusan idola cilik.,username but what makes me liking blink so much gara gara muka beda beda gampang hafal most of them are lulusan idola cilik
happy,"Bagaimana mungkin sebuah pondok pesantren dapat hidup dengan aman dan nyaman di tengah masyarakat yang mayoritas penduduknya penganut agama Hindu? Ini semua telah mendorong sinergi alami antara agama, toleransi, dan demokrasi di Indonesia,"" kata dia. #Jokowi2Periode",bagaimana mungkin sebuah pondok pesantren hidup aman nyaman tengah masyarakat mayoritas penduduknya penganut agama hindu semua mendorong sinergi alami agama toleransi demokrasi indonesia kata
happy,aku coba dengerin album2nya ya. trs jatoh cinta dong sama sealbum identify!!! abis itu aku mulai lah nonton jaman2 debut-ssi nya. nAAAH 2 bulan setelah belajar dikit. COMEBACK JUST RIGHT.,coba dengerin albumnya terus  jatuh  cinta dong sama sealbum identify abis saya mulai lah nonton jaman debutssi nya naaah bulan belajar sedikit  comeback just right
love,"Namanya juga udah sayang, mau disakitin kaya gimana juga tetep aja maafin. :')",namanya sudah sayang mau disakitin kaya gimana tetap   maafin
sadness,"[USERNAME] peng aku stalk akun twitternya juned dan memori SMA benar2 kyk otomatically re-play in my brain.... kangen kalian kangen [USERNAME] dan isinya, kangen ketawa ketiwi di kantin trs nongkrong di hums delima atau ke hums msg2 anggota buat mak",username peng stalk akun twitternya juned memori sma benar kayak  otomatically replay in my brain kangen kalian kangen username isinya kangen tertawa  ketiwi kantin terus  nongkrong rumah delima ke rumah masing  anggota buat mak
love,"Jeno kenapa ganteng banget ya, aku terpesona",jeno ganteng sekali  saya terpesona
fear,"Sebelnya kalo udah anxiety tuh tbtb sakit perut, mual, panik, takut, ngerasa sendiri, sedih. Padahal yang gue hadepin bukan apa apa, tapi selalu anxiety duluan knp sih. Cape lho.",sebelnya kalau  anxiety tuh tbtb sakit perut mual panik takut merasa  sendiri sedih padahal saya hadepin bukan apa apa selalu anxiety duluan sih capai  lho
anger,Pak gubernur [USERNAME] dan [USERNAME] di sini di depan [USERNAME] selalu macet setiap sore. Tolong pak di evaluasi. [URL],pak gubernur username username sini depan username selalu macet sore pak evaluasi url
love,"selamat malam, sayang jangan lupa ingatan, lupakan mantan saja gimana? jangan lupa nafas, sambil sebut namaku juga boleh~ jangan lupa minum air putih, karena me-rasa sesekali jg menguras tenaga yang selamat malam",selamat malam sayang jangan lupa ingatan lupakan mantan gimana jangan lupa nafas sebut namaku boleh jangan lupa minum air putih merasa sesekali menguras tenaga selamat malam
sadness,"Seperti katak dalam tempurung, kepercayaan tinggi terhadap hegemoni ilmu sains dan teknologi sebagai solusi pragmatis apolitis dari beragam permasalahan di Indonesia, adalah suatu bentuk dogma Sila google 'scientism' Sila google 'arogansi alumni ITB' Eh",katak tempurung kepercayaan tinggi hegemoni ilmu sains teknologi solusi pragmatis apolitis beragam permasalahan indonesia suatu bentuk dogma sila google scientism sila google arogansi alumni itb eh
anger,"Yallah... yaallah... w mau scrolling ig aja ngelag, kea buka pake internet explorer aja dah ah. Kok gue akhir2 ini banyak merasakan ketidakstabilan sistem ig yah... ntut amat ngomong apaan gue",yallah yaallah mau scrolling ig  ngelag kea buka pakai  internet explorer  ah kok akhir banyak merasakan ketidakstabilan sistem ig yah ntut bicara  apaan
love,"Semoga kita semakin terdorong untuk berniat menyemai cinta di rumah rumah kita.... agar Allah hantar diri kita kepada kebahagiaan hakiki yang hanya ada jika dekat dengan Allah Subhanahu wa Ta'ala... ""... [URL]",semoga semakin terdorong berniat menyemai cinta rumah rumah agar allah hantar diri kepada kebahagiaan hakiki hanya jika dekat allah subhanahu taala url
happy,"acuhkan aja orang yg berkomentar seperti itu, team T adalah team penuh dgn member yg bakal memberikan sinar kedepan buat jeikeitei, mereka itu kuat tangguh dan penuh warna. Percaya kelak team T akan berkembang jika bersama sama support antar anggota team. Kompak! [USERNAME]",acuhkan  orang  berkomentar itu team t team penuh  member  bakal memberikan sinar kedepan buat jeikeitei itu kuat tangguh penuh warna percaya kelak team t berkembang bersama sama support antar anggota team kompak username
love,"[Satu menit kemudian] Ternyata bukan dari satu menit yg lalu, tapi sejak dua hari yang lalu gw udah jatuh cinta sama lu... Salah sapa coba?",satu menit kemudian ternyata bukan satu menit  lalu sejak hari lalu sudah jatuh cinta sama kamu salah sapa coba
love,ga bisa dideskripsikan lah pokoknya bagaikan kasih sayang ibu ke anak-anaknya....... pdhl gue blm punya anak.. blm nikah jg si.. pacar aja jg gada.... pokoknya sayang anak-anakku semua,bisa dideskripsikan lah pokoknya bagaikan kasih sayang ibu anakanaknya padahal   punya anak belum  nikah si pacar  tidak pokoknya sayang anakanakku semua
sadness,"Tiga TV series yang belum kelar ditonton, belasan buku belum terbaca, dan puluhan folder film belum tonton di flash disk. Jangan lupa tumpukan baju bersih yang belum diseterika, Yan. #kosanlyfe",tiga tv series selesai  ditonton belasan buku terbaca puluhan folder film belum tonton flash disk jangan lupa tumpukan baju bersih belum diseterika yan
love,O2. Good Morning - Kassy GAK MAU TAU POKOKNYA INI ENAK PARAH. AKU CINTA KASSY. SEMUA LAGU KASSY ENAK ENAK GUYS AYO DENGERIN [URL],o good morning kassy mau tahu pokoknya enak parah cinta kassy semua lagu kassy enak enak guys ayo dengerin url
fear,cara jawab curhatan orang depresi gimana yaa aku takut omongan aku salah aku gatau musti gimana tapi kalo aku diem aja dikira ga ngasi solusi apa apaa aku bener2 gmarahti harus jawab apaa ini cuma bisa kasian dia tertekan banget,cara jawab curhatan orang depresi gimana yaa takut omongan salah tahu  gimana kalau  diam   dikira tidak kasih  solusi apa apaa benar  gmarahti jawab apaa cuma kasihan  tertekan sekali 
fear,"Baca2 tentang vaksin di akun ini kok serem kali yaa. Ayuka vaksin terus sesuai jadwal padahal. Tapi kalo kandungan vaksin semenyeramkan yg dijabarkan di akun ini, kok was was jg. Tega kali orang2 di belakang... [URL]",baca vaksin akun kok seram  kali yaa ayuka vaksin terus sesuai jadwal padahal kalau  kandungan vaksin semenyeramkan  dijabarkan akun kok was was tega kali orang belakang url
fear,Wah saya gak ikuti. 3 hari belakangan ini sy sibuk melayani umat (Hindu). Bagus jg Hindu sebagai agama gak usah dibawa2 ke politik. Umatnya secara pribadi boleh aja main politik. [URL],wah ikuti hari belakangan saya  sibuk melayani umat hindu bagus hindu agama tidak usah dibawa politik umatnya pribadi saja  main politik url
happy,"tapiii, pokonya ttp jd abang yg baik ya!!! walaupun dingin jutek gt tp dalem hati pasti sayang bgt tuh sama gue . pokonya intinya HBDDDDD ma brooo",tapiii pokoknya  tetap  jadi abang  baik walaupun dingin jutek  dalam  hati sayang sangat  tuh sama pokoknya  intinya hbddddd ma brooo
sadness,"National Monument . Monas, hanya bejarak sekian ratus meter dan terlihat setiap hari dari kantor tapi menyentuh dinding pagarnya pun belum pernah ....",national monument monas bejarak sekian ratus meter terlihat hari kantor menyentuh dinding pagarnya belum pernah
love,"Selamat Ulang Tahun Yaa Istriku Semoga Sehat Dan Panjang Umur Selalu ,, Semakin Di Beri Kesabaran Dan Selalu Tulus Merawat Kedua Anak Kita ... Love u",selamat ulang tahun yaa istriku semoga sehat panjang umur selalu semakin beri kesabaran selalu tulus merawat kedua anak cinta kamu
love,"bukan cuma itu kita sering ngobrol , ""nge-Receh"" bareng, buat Riddle, main tatap2an, ngerjain PR di kelas bareng, tuker pikiran, dan gua pun tau sisi gelapnya dia. it's feel's lyk i found the other side of him self. beda dari dia yang gua kenal dulu.",bukan cuma kita sering bicara  ngereceh bareng buat riddle main tatapan mengerjakan  pr kelas bareng tuker pikiran saya  tahu sisi gelapnya its feels lyk i found the other side of him self beda dia saya  kenal dulu
happy,"Udah gak sabar nunggu perhelatan #InternationalGamelanFestival2018 . Solo sedang bersiap menerima kedatangan lbh dr 50 kelompok gamelan dari dalam & luar negeri, dlm pergelaran IGF 2018 yg diadakan 9-16 Agustus 2018",tidak sabar nunggu perhelatan solo sedang bersiap menerima kedatangan lebih   kelompok gamelan luar negeri dalam  pergelaran igf  diadakan agustus
anger,"Jadi nomor yang hangus itu tdk bisa dipakai lagi atau disetting kembali di kartu baru min? *Maap nah min, masih kekeh pertanyaannya* [USERNAME]",jadi nomor hangus tidak dipakai atau disetting di kartu baru min maaf nah min kekeh pertanyaannya username
fear,nyeberang lewat pelican crossing yang ada di deket UP aja masih ngeri motor mobil susah ngalah,nyeberang lewat pelican crossing ada deket up  ngeri motor mobil susah ngalah
love,"cinta itu aneh, semakin kamu berusaha menghapus dia dari hatimu, semakin sering dia muncul di pikiranmu.",cinta aneh semakin kamu berusaha menghapus dari hatimu semakin sering muncul pikiranmu
sadness,Ya masalah dia mau masuk partai penista Agama itu hak pilihan dia... yg di sayang kn sbaik nya tdk Usah membawa bawa Nama Allah dn membawa bawa nama HRS tuk k pentingan Pribadi,masalah mau masuk partai penista agama hak pilihan yang  sayang kan  sbaik nya usah membawa bawa nama allah dn membawa bawa nama  tuk k pentingan pribadi
love,Yg romantis bikin gemash dan degdegann kkk pokoknya bikin senyum2 dan bikin aku pingin kiss attack! cowo romantis ada aja hal yg bakal dia lakuin buat patnernya aiguuuu fav bgt laki2 yg begitu, romantis bikin gemash degdegann kkk pokoknya bikin senyum bikin ingin  kiss attack cowok  romantis saja   bakal lakuin buat patnernya aiguuuu favorit sangat  laki yang 
happy,"Lantunan dawai indah diri, isi gegap gempita orkestra kehidupan, berikan nada merdu pagelaran kehidupan yang ceria. Semoga kesehatan selalu isi indahnya alunan nada, ntarkan lagu sukses di panggung Kebahagiaan Kehidupan Selamat Milad Oom [USERNAME] Barakallahu fii umriik",lantunan dawai indah diri isi gegap gempita orkestra kehidupan berikan nada merdu pagelaran kehidupan ceria semoga kesehatan selalu isi indahnya alunan nada ntarkan lagu sukses panggung kebahagiaan kehidupan selamat milad oom username barakallahu fii umriik
love,Disayangi oleh insan yang kita sayang itu satu kebahagiaan.. Tapi dihormati oleh insan yang kita sayang itu lebih bermakna.. Tiada guna kalau sayang tapi tiada hormatnya..,disayangi insan kita sayang satu kebahagiaan dihormati insan kita sayang lebih bermakna tiada kalau sayang tiada hormatnya
happy,Apa yang allah berikan adalah yang terbaik untuk kita. . . . Jika apa yang kita minta tidak sesuai dengan yang Allah kasih. . . Jangan bersedih. . Lapangkan dada Ikhlaskan hati. .,apa allah berikan terbaik kita apa yang kita minta sesuai yang allah kasih jangan bersedih lapangkan dada ikhlaskan hati
fear,[AskMF] jadi aku ini punya ganglion ditangan deket banget urat nadi:( awalnya aku kira tulang kegeser eh pas cari tau digugel itu tumor ganglion. Aku jadi takut. Ada yg pernah kek gini ga? Mau tanya dong:(,askmf jadi ini punya ganglion ditangan deket sekali  urat nadi awalnya kira tulang kegeser eh pas cari tahu digugel tumor ganglion jadi takut yang  pernah kek gini mau tanya dong
sadness,"[USERNAME] tolong kab.Bekasi dibenahi tata kelola jalan rayanya, daerah yang nota bene kecil kecelakaan yg merenggunt nyawa tetangga"" kani setiap hari terjadi, dari jalan rusak dan proyek yg merusak jalan. [URL]",username kabbekasi dibenahi tata kelola jalan rayanya daerah nota bene kecil kecelakaan  merenggunt nyawa tetangga kani hari terjadi jalan rusak proyek  merusak jalan url
happy,"Misi mas numpang ngamen 'Kau membuatku merasakan Indahnya jatuh cinta Indahnya dicintai Saat kau jadi milikku Makasih,, Kalo gapunya receh pake cinta juga gapapa mas [USERNAME] [URL]",misi mas numpang ngamen kamu membuatku merasakan indahnya jatuh cinta indahnya dicintai kamu jadi milikku makasih kalau  punya receh pakai  cinta tidak apa-apa mas username url
love,"Ternyata ""kau"" adalah alasan mengapa aku rela begadang, hingga rehat larut malam. Meski mata mulai berproses membentuk lingkaran hitam, ia sama sekali tak kupedulikan. Mungkin rinduku terlalu dalam atau kau yang memang hobby ketiduran. Menjengkelkan, tapi aku sayang.",ternyata kamu alasan saya rela begadang hingga rehat larut malam meski mata mulai berproses membentuk lingkaran hitam sama sekali tak kupedulikan mungkin rinduku terlalu atau kamu memang hobby ketiduran menjengkelkan saya sayang
anger,"Kelakuanmu itu mencerminkan kelakuan pasanganmu nanti, kalo nyebelin ya siap2 aja punya pasangan yg nyebelin juga.. TEMAN2 Q INI KENAPA SIH? ADA APA?",kelakuanmu mencerminkan kelakuan pasanganmu kalau  menyebalkan  siap  punya pasangan  menyebalkan  teman ini sih apa
sadness,"Mudik kali ini bawaan lumayan banyak, karena banyak baju yang dulu beli di Cirebon harus dibawa pulang karena sekarang udah ga muat di badan. LOL",mudik kali bawaan lumayan banyak banyak baju dulu beli cirebon dibawa pulang sekarang tidak muat badan lol
sadness,Kebutuan menjelang hari Lebaran semakin mendesak apa pun segalanya harus di bli sementara harga sembako dan pakean semua nya serba ganti bandrol/harga ya semoga di beri kesabaran hati jangan kt terburu oleh hawa napsu setan yg tak bertanggung jawab,kebutuan menjelang hari lebaran semakin mendesak apa segalanya beli  harga sembako pakean semua nya serba ganti bandrolharga semoga di beri kesabaran hati jangan  terburu hawa napsu setan  tak bertanggung jawab
sadness,"siang tadi merasa bodoh pengen ke sebuah Cafe yang mana tempatnya sehari-hari gue lewatin klo mau pulang sore pun begitu pengen ke museum macan, kirain mah jauh. selemparan kolor dari kantor dan kostan pacar. hahaha ku merasa dodonk.",siang tadi merasa bodoh ke sebuah cafe mana tempatnya seharihari lewatin kalau mau pulang sore begitu ke museum macan kirain mah jauh selemparan kolor kantor kostan pacar hahaha ku merasa dodonk
love,Cinta datang tanpa di rencanakan Cinta datang begitu saja Tidak pernah ada waktu dan tempat untuk cinta sejati Semuanya terjadi tnp sengaja. Dlm satu detak jantung Dalam satu irama Tapi bisa menghasilkan Moment yang penuh arti #keseleoCinta #EfekGaBisaTidur [URL],cinta datang di rencanakan cinta datang saja pernah waktu tempat cinta sejati semuanya terjadi  sengaja  satu detak jantung satu irama bisa menghasilkan moment penuh arti url
anger,"[USERNAME] sistem ppdb saat pilihan sekolah 3pilihan sdh benar seperti d dki, dijabar knp 2pilihan tlg seragamkan diseluruh propinsi, jalur prestasi buktikan dgn terdaftar dinas kependidikan, hrs ada barkot di setiap piagam, bila bohong lgs terblok",username sistem ppdb pilihan sekolah pilihan benar d dki dijabar pilihan  seragamkan diseluruh propinsi jalur prestasi buktikan  terdaftar dinas kependidikan  barkot setiap piagam bila bohong langsung  terblok
fear,Kenapa ya lg parnoan. Aku udh gede. Masih aja halu halu takut sitin gitu. Kebayang bayang. Td beraniin ke kmrn mandi dlm keadaan w lg halangan sambil bayangin si serem. Ada bunyi gue asli lemes sampe merinding bgt pdhl bukan yg aneh aneh n lngsng ngibrit,ya  parnoan sudah gede saja  halu halu takut sitin  kebayang bayang tadu  beraniin kemarin mandi  keadaan lagi  halangan bayangin si seram  bunyi asli lemas  merinding sangat  padahal  bukan  aneh aneh n langsung  ngibrit
